match_id,team1,team2,team1_win_rate,team2_win_rate,win_rate_diff,team1_recent_wins,team2_recent_wins,recent_diff,h2h_rate,team1_avg_acs,team2_avg_acs,acs_diff,target
649772,WIP Esports,Mandatory,1.0,0.667,0.333,3,3,0,0.5,205.0,195.2,9.8,1
650505,UCAM Esports Club,Falke Esports,0.25,0.667,-0.417,1,2,-1,0.5,206.9,188.4,18.5,0
649806,Galatasaray Esports,Fire Flux Esports,0.5,0.5,0.0,1,1,0,0.5,195.4,197.7,-2.3,1
649773,Esprit Shōnen,Joblife,0.333,0.333,0.0,1,1,0,0.5,186.2,195.7,-9.5,1
628314,Team Liquid Brazil,PÃO COM RATO,1.0,0.667,0.333,4,2,2,0.5,199.3,196.1,3.2,1
651755,Division One,ROSE,0.0,0.5,-0.5,0,1,-1,0.5,205.1,179.8,25.3,1
651756,Evil Geniuses Academy,NRG Academy,0.5,0.0,0.5,1,0,1,0.5,194.5,186.9,7.6,1
628315,Evil Geniuses GC,MIBR GC,0.5,0.6,-0.1,0,3,-3,0.5,225.0,195.5,29.5,0
650937,LYON,STREAMER ARENA,1.0,0.5,0.5,1,0,1,0.5,206.4,208.6,-2.2,1
651757,Evictix,Pigeons,0.5,0.0,0.5,1,0,1,0.5,192.7,222.1,-29.4,0
651758,Alliance Guardians,QoR,0.5,0.5,0.0,1,1,0,0.5,192.9,213.7,-20.8,0
650942,Contra,LAZER,0.0,0.5,-0.5,0,0,0,0.5,189.5,172.8,16.7,1
642939,TYLOO,JD Mall JDG Esports(JDG Esports),0.75,0.5,0.25,3,2,1,0.5,215.9,199.7,16.2,0
648486,Team Falcons Vega,IVY,1.0,1.0,0.0,1,1,0,0.5,224.6,194.5,30.1,1
642940,Trace Esports,Dragon Ranger Gaming,0.5,0.5,0.0,2,2,0,0.5,214.1,202.4,11.7,0
648487,36 Thieves,Stallions Lyra,1.0,1.0,0.0,1,1,0,0.5,208.0,206.4,1.6,0
